tweet_text,sentiment,tweet_text_en,sentiment_pt,sentiment_en
@sakuralizbeth @marsh_mallow_CK Claro adelante :),Positivo,i ' m immediate skilling accelle experiment from marth rooms will be able to cirk .,Positive,Neutral
"@karinnelesbica Não tem a ver com as views mas sim com o conteúdo, fica a dica :)",Positivo,"so i ' m immediate karvelt , i ' m not seeing with the jaws , but yes with the content , it ' s the dispect .",Positive,Positive
"As definições de ato falho foram atualizadas, hein @geraldoalckmin? :) https://t.co/0mrETHoc0P",Positivo,"` ` do you want ` ` ' ' gorophicies were now deeply reconcited , let ' s just hit your anato ? ' ' ' ( matt : natt : / 2 . 0 . 0 . 0 . 00 . ' '",Positive,Positive
"@lvinhha [2/2] E ainda tem Claro música sem descontar da franquia e Claro video para você se divertir! Para mais informações você pode acessar o nosso site: https://t.co/XVdTUbjnBK. Qualquer dúvida, estamos à disposição. :)",Positivo,"he ' s immediately 2 . 2 / 2 / music still without franricing music and of course for you to have fung for more information to you , you can process your website : htrippercott : hind .",Positive,Neutral
eu amo uma amizade pop :) https://t.co/HcPlm6I2Za,Positivo,i love a poppingelly : hips : / temp — / mclosslos .,Positive,Positive
"Vim aqui apagar os tweets antigos, porque vai que eu falava alguma merda e vi que era só reclamação da vida. Mas não é isso que vcs fazem por aqui? :)",Positivo,"i came here to chall the ancient tweets , because it ' s going to be told some shit and i saw that i was just a reclammation of life , but it ' s not that valves are doing for it .",Neutral,Negative
@leandronov penso muito sobre os meus pais nomearem a filhinha com o nome de uma cantora tão intensa : ),Positivo,i ' m immediate leanncin i think i ' m very much about my parents name by the name of a name of an intense singer : ok ?,Neutral,Positive
@kztrentini Já to seguindo lá :) &lt;3,Positivo,i ' m immediate katin ' s already following you up there : lt . 3 : 3 .,Positive,Neutral
"@rginfantil Eu tô usando termos de quem já conhece, RPO é um negócio antigo no college football mas relativamente novo na NFL. Se você tiver interesse eu explico o esporte com toda a calma do mundo. :)",Positivo,"i ' m immediately foxed by using to be able to know who you already know , rothen and a former business in collarm , but if you have relatively new in neurople . if you have self - explosure with the world .",Positive,Neutral
esse menino me anima sempre que eu to mal :),Positivo,that little boy always shimrificing i ' m wrong .,Negative,Negative
não estudei física mas eu já passei então tá top :),Positivo,i did n ' t study physics but i ' ve been back to it .,Positive,Neutral
"Vc pretende virar steamer ou sei la. Acho q seria uma boa vc fazer stream de jogos, cantando na twitch. Eu acompanharia :) — a no momento eu n tenho mt vontade n mas brigado ahsushauah https://t.co/XADfuLP4XW",Positivo,"vclossem shim or i know , i think , qualified a good victor , singing in twitz : i would keep up at the time , and at the moment i have 44 malaws : ahshendic mah : zeuk : zeuk : xeuwilxwar : x ) zeuwiljawijawus .",Positive,Positive
Saiu o email dos reprovados e eu não recebi. O sonho permanece vivo :),Positivo,they came out email from reprocuted and i did n ' t get . the dream needs to live .,Positive,Positive
nem conto pra vcs o que estou fazendo neste exato momento :),Positivo,i did n ' t tell you what i ' m doing right now .,Positive,Neutral
mt fácil falar quando não é a tua realidade :),Positivo,mt : speaking is not about your reality .,Positive,Neutral
"@txtcesrc @ricky_alvarado_ Nunca ,Never..:)",Positivo,"i ' m immediately scary enough scarys rickens from visitors to track up the wood , trump .",Neutral,Negative
@pnestler4 depende dos sons :p,Positivo,"i ' m immediate franklert , it depends on the sounds of sounds .",Positive,Neutral
Para o caralho :),Positivo,for the carpenter .,Positive,Neutral
Minha arte da Mannschaft tá ficando tri legal :),Positivo,my music of malware has been legally thriumped .,Positive,Positive
Pelo menos tô tomando uma cervejinha e n preciso dividir :),Positivo,at least to take a chirp in a chijed chim and i need to divide .,Positive,Neutral
a jlo é cafona mas a perfomance dela me lembra a epoca q premiaçao era legal de assistir :),Positivo,jlo and shack is called it perseccept to the quisiopersal age of reading was legal to watch .,Positive,Positive
"@dangersope eu de vocês, vamos amigar pessoal :)",Positivo,"damage to me , we will make friend personal .",Positive,Neutral
@mariaEd0712 tô seguindo também :),Positivo,marialy 800712 following a time .,Positive,Neutral
"Eu sou uma garota tímida, introvertida e instrospectiva e sim, existe diferença entre esses três termos. :)",Positivo,"i ' m a timbercuter , introvert and instructors , and yeah , there ' s difference between those three terms of those three terms .",Positive,Positive
"@luullaaby Parabeeees thami, aproveite seu aniversário de 20 anos, desde que te conheço vc já fez 20 anos umas 7 vezes, e que vc ainda fala 20 anos muitas vezes :D",Positivo,"he ' s played up suffles for abell , i ' ve been harphed his birthday birthday , since i know you ' ve been 20 years , and that ' s vclingly 20 years talking about it : d .",Positive,Positive
No dia que os Haters mudarem alguma coisa na vida e sucesso da Camila aí eu penso se devo ligar para o que eles falam por enquanto eu to 1000% nem aí. :),Positivo,"the day that harps change something in life and successful in the calmo and i think if they speak to them for me for 1 , 000 percent .",Positive,Positive
fiz uma boa prova :)))) https://t.co/qniqfHvGlI,Positivo,i made a good proof : hips : / t - tanip .,Positive,Positive
ódio anal :),Positivo,haters : ( applause ),Negative,Negative
"Morri no treino de hoje, tava só mentalizando um banho quente..... chego em casa, não tem energia :-))))))))))))",Positivo,"morta in today , i was just a great kiding a hot kid . cheer , do n ' t have energy : ) ( applause ) ( applause ) ) ) ) ( applause ) ) ( applause ) ( applause )",Neutral,Positive
eu amo a palavra 'boba' ai vc eh mto boba :),Positivo,"i love bob word robin , so i am ready for bob bob , ok ?",Positive,Positive
@ticiaxx meu asc em capricórnio diz q eu ganharia se estivesse com razão :),Positivo,i ' m immediately aware of my cpubic napubicles says i would win if i was right now .,Positive,Positive
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Sucesso profissional, saúde para os meus, e muitas viagens :) https://t.co/QbHMi9SDP9",Positivo,"if you find a genius of the light , what would be their three wishes ? successful , health for my own , and lots of travels : hitte : / th . / thhhhrin .",Positive,Positive
"a melhor parte eh a guriazinha completando a frase ""vai no não :D"" mal sabia o que tava esperando ela",Positivo,"the best number two ehurdysome with arrestrial sentence will be able to reside wrong , and i had to wait what was waiting for her .",Negative,Positive
"@IgorGBCarvalho @IngridyAraujo94 KKKKKKKKKKKKKKKK Tá certa a @IngridyAraujo94 😂😂😂 Vamo mano,vamo agilizar isso aí quero outros abraços :p ❤❤",Positivo,"i ' m just going to play ir to play iglar a little bit inclarizi94 kkkkkkkkkkkkkwelling right to the right inkrrier magnier , vagoh that i want to get other people to be abra : parake : parodiacs .",Positive,Positive
"Nada contra, porém nada a favor. Embora cada casal tenha lá seu jeito de se tratar. Mas acho super estranho casais se tratando com palavrões Eu sou amorzinho com amigos, avalie o mozão :p :) Sim, tô falando sério. ;)",Positivo,"nothing against it , but while every couple of couple of days he ' s incomfrid to treat , but i find super oddly oddly oddly hated with me , i ' m a little lover , i sat down the moilo : i ' m really talking about it .",Positive,Positive
"Finalmente organizei em coleções os meus arquivos salvos no Instagram, que alívio :)",Positivo,"finally , i ' ve been organized in condays in consitive consuss full of my archaining on the instagram , which there is : there .",Positive,Neutral
Alguém q venha comigo tomar o pequeno almoço amanhã :),Positivo,someone goes up to me small lunch tomorrow .,Positive,Neutral
@spfcMarcos_ @DicasdoCartola Everton é meia no cartola hehehe :),Positivo,i ' m immediate mistaken discommonatial assembly and discorpt and a half in the carlam .,Positive,Negative
The Beatles - Hey Buldog Minha versão! Não reparem pois o víde é de 2013 ! :) https://t.co/W8td9fMS0h,Positivo,"the beatles hompsy , beuface my version , do n ' t notice it ' s 201 ! matt : hish : / t - tat : / tranzon .",Positive,Neutral
#uork #noticias Uork se actualiza al minuto. :),Positivo,"# uork 2 , 000 stories around the uorganizes for the minute .",Positive,Neutral
foo :-) : 9a73bb06-c639-4cc9-a8c6-7e7f443e81c7,Positivo,fo : ) ( applause ) em : 93036 censab 29 — 49 — ccccccc — 747474748171e .,Positive,Positive
"@lenasuperpop_ aaaa se tem uma coisa que eu entendo essa coisa é dor muscular kkkkkk miga, toma um dorflex/anti-inflamatório leve, banho quente e dá uma massageada no local (ou locais kkk)! a dor talvez não suma 100%, mas dá uma aliviada boa. e continue mesmo :)",Positivo,"i ' m played out notes tapes if you have one thing that i understand and i understand that macush and musk kkkk , a mflex or unflafal pain , big bathr , hot and a simulated place in the local kk in the local kk , maybe not 100 percent , but maybe a hundred percent of the swaranine : a good swarvelies : there .",Positive,Positive
Joguinho novo :) https://t.co/3AE1SXw1sj,Positivo,joud again : hettps : / temper : two1s .,Positive,Negative
"@MiguelResende9 eu to sem headset, vou comprar um e essa semana mesmo eu volto :)",Positivo,"i ' m immediate frankense migrants , i ' m going to buy a hix , and that week i go out and i wo n ' t go out .",Positive,Neutral
Deidara :p #Bot,Positivo,i ' d regreted : [ ` ' ' ] # bobt ] .,Positive,Neutral
Ela quer que eu peça ela em namorooo! Uuuui já gostei :),Positivo,she wants me to take her in namouki ! she ' s already given : you ' ve been a gamon .,Positive,Neutral
"@smolf Saquei! Eu não ajudo nem atrapalho, só marco pra se vier chorar nota no final basicamente (pq já eh demais), mas acho esse negócio de presença obrigatória complicado, tem gnt que se vira sem aula, não julgo. To ali pra ajudar, se vc se vira sem mim bom pra vc, só não me enche :p",Positivo,"i ' m just going to swalf ! i do n ' t give me arracy , just to mrange if i saw arrier on the end of the basically , but i think that business of the jacketers , i think it ' s going to be complicated , it ' s not going to be able to help me , if i think if i ' m going to come to be happy with me , not just a practoro",Negative,Positive
um gato :) — não gosto de gatos. ;) https://t.co/LisaNIzyoF,Positivo,a cat : — i do n ' t like cats ; ( matt ) natta : tanizz ) / conizon .,Positive,Positive
"@kimyeon0 kkkk sou eu sim, e obrigado :) com certeza vc deve ser lindo também",Positivo,"i ' m just shocked kimmy kimkkoie , and i ' m sure , must be beautiful .",Positive,Positive
@Luisrod81453901 @PoGoMex de nada :),Positivo,"i ' m just shocked by14 , 00091ly expendence of nothing : well .",Positive,Negative
Eu só sei q essa mina é muito minha crush bjs :) https://t.co/mET8Hwe3VK,Positivo,i just know qah is very my daddys : https / : / thuat .,Positive,Neutral
@GLaDOScience É horrível. Na minha familia a chance é bem alta. Forças :),Positivo,i ' m immediate genus and horrible . in my family chance and loud forces .,Positive,Negative
O aniversário é da @flaviagasi mas o presente é de vocês! :D https://t.co/1oURJSYd5F,Positivo,"the birthday and it ' s just shockingly flawed , but the present is you , matthew : / t - a - 1 .",Positive,Negative
logo agora que eu preciso do meu celular pra scc.ud ele quebra... Mas é tudo pra melhorar :),Positivo,so now i need my cell cell pract sc . u . k . — but it ' s all hard : it ' s right now .,Positive,Negative
@Hausof_letm @matteopastore1 @m4theuspiva @mateusmolinari3 bom saber q eu sou a unica q n recebe mais snap do molina :),Positivo,"so i ' ve played together tapespertures just matthews up my lifewelutterly terminal milomer , well , i ' m the only quadrop , i ' m the only quos of the monday : it ' s going to be more pedon .",Positive,Positive
@campos__isa @GuiaBolso ajuda a moça :),Positivo,i ' ve played straight fields of the icontis called help mosaca .,Positive,Positive
"Eu sinto que melhorei muito de uns dois anos para cá nessa questão de mostrar o que eu sei fazer, escrevia algumas coisas e tinha vergonha em mostrar, mas agora mostro. Acho que a gente tem que acreditar no que faz. Ninguém vai acreditar se a gente mesmo não acredita. :)",Positivo,"i feel like i ' m better with a couple of years to show up in this question to show what i know , i wrote , some things and i had shame to show , but now i ' ve got to show , and i think everybody has to believe that you do . nobody ' s going to believe if you do n ' t believe if you do .",Neutral,Positive
"parabéns, ficou uma merda. :)",Positivo,"so , it went to a shit .",Positive,Negative
Eu sempre :))) https://t.co/7aEDiOnLqR,Positivo,i always have : hips : / temper : / 7 .,Neutral,Negative
@dangersope Eu de você :),Positivo,immediate janeata me .,Positive,Neutral
foo :-) : 1e9a500f-daea-4b4c-a6cd-20b85dbb96df,Positivo,"fo : ( applause ) : 1 , 8009 - year - old , 154 accdcdcd — 20856 .",Positive,Positive
Tenho que acordar 4:30 e não consigo dormir :),Positivo,"i ' ve been wake up to 4 : 30 , and i ca n ' t sleep .",Positive,Neutral
As vezes os sorrios não são verdadeiros :),Positivo,sometimes the beds are not true .,Positive,Negative
"@ColunaEdits @ELSanPabloFC de boas mano, só fui irônico :))",Positivo,"i played simply though conblitherfold alan ' s diag , and i was just going to go .",Negative,Positive
@pavardz @chanystars muito bom :))),Positivo,it ' s played by simply javio ghagenpersal funny : ( applause ),Positive,Positive
"Boa noite, pessoas do tt :)",Positivo,"good night , people from the tt :",Positive,Positive
"@taq Queria ter acompanhado algum debate, ver o que esse tal de João Amoedo tem falado. Pelo menos a proposta dele é plausível! :)",Positivo,"i ' d just tried to be caught up some debate , see what that johanmy is told . at least his elagues ! ( laughter ) thinistic : ( applause )",Positive,Positive
mas o que você faz no Itaú? — consórcio :) https://t.co/tfl5tOs9aC,Positivo,but what do you do in the imp ? consistort — a pat : hish : / t - t - t - tacked t - sclumped .,Positive,Neutral
"Algo bem amador, bem caseiro kkkkkk Não possuo um estúdio :)",Positivo,"something really lovesr , well , i had kkkkkkkkk did not show a studio .",Positive,Positive
"nunca falei contigo pessoalmente, mas tu parece ser uma guria muito incrível. amo teu insta, e te acho muiiito linda :)",Positivo,"i never talked to you personally with you , but you look like a very incredible gurce , and i love you insifillable , and i think i ' m beautiful .",Positive,Positive
oi hoje é o meu aniversário :)))) https://t.co/cNKRhnlIxP,Positivo,i ' m today my birthday : https : nat : t - t - t - t - cnkppppppix .,Neutral,Neutral
"é, hoje foi um dia do caralho! obrigado por mais um dia de aprendizado e realização de metas simbora p mais :)",Positivo,"and today it was a day of the face , thank you for a more learning day and metastolitation of more .",Positive,Positive
@gabuzinhado13 Vai dar tudo certooooo c vai ir bem :),Positivo,"it ' s immediate gambublicans 2 , 000 will take all right away .",Positive,Neutral
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — passar numa faculdade PÚBLICA no curso q eu quero, comer e não engordar e ser rica :) https://t.co/63AX0WNl0M",Positivo,"if you find a genius of the light , what would be their three wishes ? — going on a public college , i want to eat and be arranger : hogps : htt : natt : natt : no !",Positive,Negative
Te vi sábado e sexta. — Legal :) https://t.co/YFcmEwGf75,Positivo,i saw saturday and friday — legal : hips : / thuz : yeuzzzon milomefly .,Positive,Positive
"Queria, não sem antes tu me entender :) — Não tem nada para entender aqui, só me esquece. https://t.co/sa3Xxc8vpq",Positivo,"i wanted , no longer before you understand : ( laughter ) — it does n ' t have anything to understand here , just forget me , https : / / thax .",Negative,Neutral
Mandem dm :),Positivo,they ' re manuquiry .,Positive,Neutral
muuutito maior kkkk :) @ https://t.co/oyJhs0CQLn,Positivo,mufautitititi kkkkkk : ( pride : / t .,Positive,Positive
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — 1- ter a mari do meu lado dnv 2- ter a mari pra sempre do meu lado 3- ver a mari feliz :) Eu amo... https://t.co/l8BOnutJ67",Positivo,"if you find a genius of the light , what would be your three wishes ? 1 — you have marnk of my hand two to be marvels at my three - hand side — i love to see happy : i love . em : natt : no .",Positive,Positive
qual profissão você deseja seguir? — eu pretendo ser médica :) https://t.co/WFXaaTGUc4,Positivo,what profession you ' re going to follow ? — i ' m going to be a doctor : hips : / t - tail .,Positive,Neutral
😎✨ A BOTAN NO ICON EU SOU MT APAXIONADS EM UM ANJO q é um shinigami MAS TUDO BEM vc é uma fofaaaaaaaaa serio gosto mt de ti :))),Positivo,i ' ve seen boln bnnn in i am mts magnis in a kirt and a shinii and all right vah and a fohka doaaaaaaaaer really great ar : ( applause ),Positive,Positive
@peidonalata Ainda bem que tu colocou eu e tu logo pq li zero palavras :D,Positivo,"i ' m immediately acrespectant that you ' ve put up and so long patontown word , dys .",Positive,Neutral
"Alô @affonsosolano, poderia falar mais detalhes sobre o filme ""o ritual"" que vc citou no ultimo video? achei vários filmes com esse nome e não sei qual é o certo :D",Positivo,"alphoirelminelag , i could talk more detail about the movie of tuspectory to arudice of living that vculitory on the last video ? i thought several movies with that name is not sure what the right one : disphasts : disphass .",Positive,Negative
Q no caso sou eu :) https://t.co/DsHkLkifG1,Positivo,quatt : https : natt : / thkikikip .,Positive,Neutral
@iamkimberleeey @OneLempira Nunca contestas :),Positivo,so i ' m immediate physics wolmed off accompirus again .,Positive,Neutral
4 livros pra ler até depois de amanhã hehehehe que ótimo :)),Positivo,"four books will read after tomorrow , i know that great .",Positive,Positive
"@IsabelaSeibel isinha, nunca perca o respeito por ninguem, mesmo que a pessoa cague p ti, o respeito te faz superior em qualquer situação :) te amo",Positivo,"i ' m immediately massive , i ' m never perpetuated the respect for anybody , even if the car can walk , the respect makes you higher .",Positive,Positive
candle jenner o próprio estrume da industria da moda aquela lá parece um wendigo satanás branco nao tem talento nenhum literalmente só está onde está porque a irmã deu o c :D,Positivo,calen jonner the itselfman ' s ability of the fashion industry looks like a white wennagon does n ' t literally have any talent of it just that ' s given because sister gave the sister : dy : d .,Positive,Positive
"Deixei o tlm em cima da toalha na boa tp a minha beira para nng mexer enquanto tava a jogar c o babe,quando acabei puxei a toalha e esqueci me q tinha lá o tlm quando cheguei lá em cima tive um ataque cardíaco pq n sabia do tlm,tava enterrado :)))",Positivo,"i left the top up on the top of the palyaly on my thip in the swarm to swamm as a sharm char , when i ended up playing the thal and shack , i had a scuba attack on the topwel , i had a very terrible heart attack , and i was terrible : ( applause )",Negative,Negative
@d13gokira sei fazer de 5 :p,Positivo,"i ' m immediately1er , i know , i ' m doing 5 .",Positive,Neutral
Ameii os numeros q vc me mandou😍 — :) https://t.co/C2Ig9S1BkS,Positivo,i joined the numbers of transcutting me by tempering — https : / t - t - chescas .,Positive,Neutral
"Bom meninas, hoje estivemos batendo mais um recorde pessoal com a utilização de 8 meias pra servir a chuteira :D",Positivo,"well girls , today we were hit the most personal record with 8 socion use of a churom and abutom : diag .",Positive,Positive
Agora quero ver qualquer @ encher a boca para falar um defeito sequer de mim. Única coisa que já me assombrou um dia relacionado a minha índole já não me assombra mais. Ninguém tem motivos mais para falar mal de mim :),Positivo,"now i want to see any immediate thing about the mouth to talk to me , and one thing that has already joined up a day of my indomodebrifice . nobody has more reasons for me : ( laughter )",Negative,Positive
@juholiveira_12 Já conseguiste :))),Positivo,i tried to play the 12s of them since i had ever been .,Neutral,Positive
@ajanereis @lupontesmolina rsrsrs... a vice mais referendada no mercado :P,Positivo,it ' s immediate thing that ' s authentic simply termorse golds — the most refers to the market : purchase .,Positive,Neutral
Sem querer ser chatão mas espero a metade do meu coração ate hoje :p — an https://t.co/2M5AbuvT3N,Positivo,"without want to be a chack but i hope to half my heart today : pntt : https : / 2 , 2 , 2 . uvoviront .",Positive,Positive
Depois que armei o barraco ela me incluiu nos seus planos :)))) https://t.co/6olu4uq5LE,Positivo,after i shridifa his bare his way into their plans : hips : / 74 .,Neutral,Neutral
@alvaroleme @vicpedia Então ganhou mais um :),Positivo,it ' s immediately exposes immediate vacitics so he won one more .,Positive,Positive
"@gabizinha6969 Querida, essa é uma mensagem musical publicitária de um ex-presidente da república :)",Positivo,"i ' m immediate grame 569696 , that ' s a musical message that i ' d put off a cowor of a president of republic : ( applause )",Positive,Positive
@kztrentini Já tô seguindo lá também! :) &lt;3,Positivo,i ' m immediate katin ' s already following by the one .,Positive,Neutral
Eu quero ter um desse algum dia kkkkk :) https://t.co/YdDuaSvj5d,Positivo,i want to have one of that day kkkkkk : hips : / td . co / zdjudan .,Positive,Positive
Posta mais fotos pfvv seu corpo eh maravilhoso — muito obrigada :)) https://t.co/1ZGNU6vc3i,Positivo,posts more photos pfvvvvvvvvvit their children : thank you so wonderful : mattps : / thagu - auzvivivovivivi .,Positive,Positive
"@nxnds_ Kkkkkkkkkk mas eu não deixei de fazer, vou fazer :D",Positivo,"i ' m immediate n ' t going to happen to happen out of the summers kkkkkkkkk , but i did n ' t let me do that , i ' m going to do that .",Positive,Neutral
"@madeiradez Eu nasci no ano em que a inflação bateu 2700%... No ano seguinte Itamar instaurou o Plano real, Itamar :)",Positivo,"i ' m immediate upon woods in the year when the inflation , 27 percent — the year later , came up with the real plan , imputer .",Positive,Neutral
"Pq deabos eu tenho q ser tão intensa com tudo, a uma hora tava tudo desmoronando parecia q o mundo ia cair na minha cabeça aí agora já to :)",Positivo,"i have to be so intensely insulted with everything , an hour , an hour of demoromoting the world seemed to fall in my head now : towell .",Positive,Negative
@dougraz Cedo ou tarde -- NX Zero :),Positivo,"i ' m immediately described , early or afternoon — zero .",Positive,Neutral
Plano de aula pra uso do gênero artigo de opinião em sala de aula. :) https://t.co/GIQZwr8cUw,Positivo,"praig i use the show of the look of the look in the classroom , https : / ti .",Positive,Neutral
Levar c vistas do bby é o pão nosso de cada dia :),Positivo,"take a look from the bby , and our bread is all day .",Positive,Neutral
Faz a boa da noite ae :)) https://t.co/ZYUbs8fY0r,Positivo,it makes good at night : https : natt : / zyu zylz zylon zylon zylon .,Positive,Positive
"Se a encontrar, venci na vida :) https://t.co/VLS0uFkHjj",Positivo,"if you find , you ' ll see in life : hettps : / t - a - a - 100 - mile vuklah .",Positive,Neutral
"Podem continuar, to ficando feliz :))",Positivo,"you can keep , keep happy .",Positive,Positive
@jeanlazaro94 já querendo me levar para mais uma partida do #Flamengo lá no RJ hehehe nem queria :p 👊💥 #SóVamos,Positivo,jeanlen jeanlendarin4 now wants to take me to a dencompect of # flagonzon in rije and wanted to get a lot : we were left to get so much .,Positive,Neutral
- fui chamada pra uma entrevista de emprego :D - era imobiliária :C,Positivo,"` ` and i was called a job interview , and i was immunian . ' ' '",Positive,Neutral
@vera_santtana_ @bestofmearmy1 ficou ótimo :),Positivo,it ' s played out mondays from the physicallymother of this mestheerujud was great .,Positive,Positive
Tristeza eu tenho é da minha unha que eu tive que cortar pra ir trabalhar... O resto eu mando tudo se fuder e fico numa boa :),Positivo,sadness is from my own personal dream that i had to cut work — the rest of us by doing everything if it was successful and i get into a good one : i ' m in a good one .,Positive,Positive
@f0reverpb Olha quem eu encontro aqui pelo Twitter :D,Positivo,i ' m starting to get away from it to you who i find here on twitter .,Positive,Neutral
@niptwck esqueci não :) https://t.co/vqZquOShH6,Positivo,i ' m immediate np paperwacket not : https : / t - tail . ( laughter ) / malasth .,Positive,Positive
@LollaSteps Eu adoraria ter uma geladeira só de maçãs :),Positivo,i ' m immediately playing liplea me would have a gammoth of apples .,Positive,Positive
eu voto no Bolsonaro mais tbm voto em vc me dar um bj — e eu voto em vc morrer :) https://t.co/OWi7H5cRId,Positivo,i vote in the most chambers voter for me to give me a bj - b . and i vote for v . ( sctt : natt : / tw : / tw : / tw : the night .,Negative,Neutral
"Tenho que estar aqui acordada a espera dele , porque o continente decidiu fazer inventário :)))",Positivo,"i have to be here wake up here to him , because the continent decided to make invented .",Neutral,Neutral
"mentira, sinto falta do candy crush :)",Positivo,"lying , i ' m lacking the calmy .",Positive,Negative
Matando as saudades da. Minha loirinha assistindo um Clássico com ela. E vamos de ET dos anos 80.:D — assistindo E.T. The Extra-Terrestrial,Positivo,"killing the saluddes , my own classic swein , with the classical classic , and we ' re going to be a four - year - old : i ' ve given them and transcutting transcutor .",Negative,Negative
@sangriaman Prefiro que me saia a mim e não saber a história. :),Positivo,so let ' s explain sander would rather than me outside me and not know the story .,Positive,Neutral
Dia 20 de agosto foi e sempre será um dia que vale a pena lembrar :),Positivo,"20 days of august , and it ' s always going to be a day worth remembering .",Positive,Positive
@ashnaa_jamnadas Bora tar em setembro então :),Positivo,it ' s immediate the operas of any longer bramsecut in september .,Positive,Neutral
Diga me algo interessante ? — algo interessante :p https://t.co/5KYD2wfUXs,Positivo,tell me something interesting ? — something interesting : hetts ttt : / 7 . concwelled mw : mwwwwwjwjwjwhis .,Positive,Positive
"@castrijon no meio de uma turbulência idiota e não menos pesada de família. mas em função disso, estou muito próximo de minha mãe, o que não acontecia há mais de uma década e tô achando ótimo :)",Positivo,"i ' m played up in the middle of a turbutterbut and less fail , but in which i ' m on this function , i ' m very close to my mother , and what ' s not going to be more than a decade ago and you think it ' s great to do .",Positive,Positive
"dsclp, mas a treta desse fim de semana me inspirou :P",Positivo,"dcloss , but the tweat of that week was inspired me .",Positive,Positive
"as pessoas fazem tanto por mim e por incrível que pareça sempre retribuo do pior jeito, mas não sou lixo e nem tenho que sumir não k me explodir logo :)",Positivo,"people make so much for me and for incredible that always look like the worst jarbub , but i ' m not garbage and i do n ' t have to scorpsh so out .",Negative,Negative
Eu desafiei Nofeilou e venci :) Vamos jogar! #BrainWars https://t.co/0nyBPcjb7t https://t.co/UvfgtsyFSZ,Positivo,"i ' m desaphobi , and i ' m going to see , let ' s play ! ( linwathers : / tuth . / 2 - him die - malpppppppp : no . ( applause ) tev : no .",Positive,Negative
@kxngexplicit @SnapKitsPE Fzr oq bota qualquer merda na staff ai da nisso :),Positivo,i ' m immediate kglaxittuttancipitz fekhacking the batter every shit in shiefman .,Negative,Negative
"@G_foda_se só força, amigo! muito obrigado pelo carinho :)",Positivo,"it ' s played straight straight types of visitors if only it ' s going to me , very much so thank you for the cart .",Positive,Positive
@goriIIqz https://t.co/MYX83HQmM2 aqui esta :),Positivo,i ' m immediate gizizi miztas : / / / t . cyx82huah here ' s :,Positive,Neutral
"@frulanis A parte do Nordeste, nos agradeçam. de nada e conte sempre :)",Positivo,"it ' s immediate thing that ' s just the part of the wiggle , you ' ve saved .",Positive,Positive
@negueck @fox_of_moon Vlw :D,Positivo,i ' m immediately playing out of the world ' s flicker .,Positive,Positive
Obrigado a todos que compareceram. A net zuou mas valeu quem ficou :D,Positivo,thank you all that they ' ve been getting sick . netu zuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu but she was worth : dm : das : dm : das : it ' s all she was going to do .,Positive,Positive
Parabéns Cheburaska! :) https://t.co/aQexTqe1hi,Positivo,so to sharphrikahkah ! mattps : / t .,Positive,Neutral
Não sei se te deito no soco ou na minha cama — adoro uma troca de soco :) https://t.co/iIZfKAg3X2,Positivo,i do n ' t know if i gave you in my bed or on my bed — i love a exchange of marco : hishps : / trizh .,Positive,Positive
o mesmo serve para as vips :),Positivo,the same is for viopsy .,Positive,Neutral
@onebourhood prontinho :)))) https://t.co/7EYUniEvJw,Positivo,"now , i ' m just trying to make procose propeler : hey , / 7 .",Neutral,Neutral
go dormir :),Positivo,garudan sleep :,Positive,Neutral
@avioesemusicas Da uma olhada no vídeo que te marquei agora :),Positivo,it ' s immediate flying airplanes from a look at the video that i ' ve taken you right now .,Positive,Neutral
"@Geovann47032165 Oii, eu vou realizar uma sessão de exibição do dvd do bts no cinema aqui em Goiânia ;) vem e chama seus amigos vamos lotar o cinema! Informações abaixo :) https://t.co/aYRqnKcjke…",Positivo,"so i ' m just shocked geono , 1 , 000254 , i ' m going to fulfill a film of exibits of the gates in the film here in ghonia , and it ' s called his friends , and it ' s called the friends that we ' re going to beat the theater : hix : hirolla : anatin .",Positive,Positive
Para os fãs do bruxo... :-) https://t.co/33BFMOJCNh https://t.co/33BFMOJCNh,Positivo,for the grucomf — sw : hips : / t . co / 33tharhjoo : temp : thumph . 33 .,Positive,Neutral
"@sugarcade mesmo que não saibam, VÃO FICAR SABENDO POIS EU VOU CONTAR ENQUANTO ENCHO DE SOCO. E caralho hein, acho que eu ficaria super mal se soubesse disso, mas felizmente não preciso me preocupar, eu sou feia e ninguém vai sentir tesão. :)",Positivo,"i ' m immediate wrong out of arcade that you do n ' t know , you ' re going to be knowing because i ' m going to tell you while i ' m out of a scorcor , and i think i ' m going to be supercorre though , but i do n ' t have to worry about it .",Positive,Negative
vou ler :),Positivo,i ' m going to read :,Positive,Neutral
@Porra_Mayara parabens :) quase nos 45 do segundo tempo hehe,Positivo,it ' s played by the jungleline of sham : almost 45 in the second time of her time .,Positive,Positive
"Ué suas fotos que eu já vi — ata, então tá bom :) https://t.co/1PO0EGteDQ",Positivo,"she ' s told i ' ve seen — the arrow , well , good . mattps : / 1 .",Positive,Positive
